X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID
-108.94317,33.8229200000001,4463,LUNA,,2023/04/11 14:06:59+00,,,,,,,,,,,,,,3.1 inches,0 mph,NO DATA,39 deg. F,NO DATA,68 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17685018
-80.2424599999999,37.9650300000001,4464,WV-MOF-SZ QD,19482401,2022/11/18 17:45:00+00,32B2515A,,3225,,37.96503,-80.24246,WV,Greenbrier,USFS,09,MONONGAHELA NF,,A,6.74 inches,2 mph,NO DATA,32 deg. F,NO DATA,67 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19482401
-112.34556,34.2033300000001,4465,CROWN KING,17014320,2023/01/05 20:28:00+00,325E30AA,020502,6078,"NWS FLAGSTAFF FIRE WX ZONE: 108
MIDSLOPE SITE",34.20333,-112.34556,AZ,Yavapai,USFS,03,PRESCOTT NF,BRADSHAW RD,A,2.24 inches,5 mph,170 degrees ,46 deg. F,49 deg. F ,50 % ,13.9 volts,20.4 (unk),128 degrees,16 mph,249 w/m2,17014320
-110.28,31.4450000000001,4466,CARR,16934718,2022/11/29 23:19:00+00,3238F748,021411,5400,"Grassy clearing, also located in a west to east drainage",31.445,-110.28,AZ,Cochise,USFS,03,CORONADO NF,SIERRA VISTA,A,19.12 inches,3 mph,223 degrees ,47 deg. F,45 deg. F ,36 % ,13.1 volts,4.9 (unk),15 degrees,8 mph,128 w/m2,16934718
-111.01444,34.36528,4467,PROMONTORY,16931879,2022/10/11 17:50:00+00,326BD2E8,020221,7842,FIRE WX FORECAST ZONE: 308,34.36528,-111.01444,AZ,Navajo,USFS,03,APACHE SITGREAVES NF,BLACK MESA RD,A,18.69 inches,2 mph,297 degrees ,59 deg. F,NO DATA,59 % ,13.7 volts,NO DATA,331 degrees,8 mph,571 w/m2,16931879
-111.34222,34.6180600000001,4468,HAPPY JACK,17018154,2023/01/20 18:01:59+00,326BF404,020291,6793,"FH3-> Right 9363L RD, Top of hill. Located in an open meadow burned in the pot fire in 2006.",34.61806,-111.34222,AZ,Coconino,USFS,03,COCONINO NF,MORMON LAKE,A,2.41 inches,10 mph,228 degrees ,28 deg. F,37 deg. F ,76 % ,12.9 volts,8.8 (unk),201 degrees,19 mph,404 w/m2,17018154
-112.22689,36.70117,4469,WARM SPRINGS CANYON,16937006,2022/09/29 09:48:00+00,32401B62,020216,8010,"RIDGE SITE
FIRE WX ZONE: 303",36.70117,-112.22689,AZ,Coconino,USFS,03,KAIBAB NF,NORTH KAIBAB RD,A,9.57 inches,3 mph,165 degrees ,52 deg. F,NO DATA,64 % ,12.9 volts,NO DATA,127 degrees,6 mph,0 w/m2,16937006
-110.725,32.39806,4470,SCOUT CAMP,16934459,2022/12/01 15:46:59+00,3233A49C,021208,7554,"Station located on cleared knob south of Palisades work
center (a.k.a. Faraway).  Immediate location is flat, but
falls off sharply just to the south and west.  This location
is within the burned area of the Aspen fire and is much
more exposed to the wind.",32.39806,-110.725,AZ,Pima,USFS,03,CORONADO NF,SANTA CATALINA,A,27.04 inches,7 mph,260 degrees ,44 deg. F,50 deg. F ,59 % ,13.9 volts,7.4 (unk),268 degrees,14 mph,265 w/m2,16934459
-111.6725,35.14111,4471,FLAGSTAFF,17040439,2023/01/10 20:06:00+00,3283D3C4,020209,6903,"Station is located at the Flagstaff Airport surrounded by
grass and ponderosa pine.",35.14111,-111.6725,AZ,Coconino,USFS,03,COCONINO NF,SUPERVISORS OFFICE,A,1.55 inches,13 mph,213 degrees ,45 deg. F,51 deg. F ,40 % ,13.9 volts,9 (unk),224 degrees,24 mph,463 w/m2,17040439
-120.66958,44.0466900000001,4472,SALT CREEK-PRINEVILLE,16859445,2023/01/10 21:49:00+00,327D85C4,352712,4155,"SITE SITS IN AREA OF FUTURE BURN WITH DEAD FALL OF JUNIPER.
ROLLINGS HILLS WITH MOUNTAINS TO THE NORTHWEST AND WEST.
COVER IS SAGE AND JUNIPER MIX.  JUNIPERS ARE 12-16 FEET.",44.04669,-120.66958,OR,Crook,BLM,R9 Columbia Pac NW,PRINEVILLE,WASHINGTON D.C.,A,6.45 inches,12 mph,137 degrees ,41 deg. F,NO DATA,63 % ,14.3 volts,NO DATA,145 degrees,25 mph,202 w/m2,16859445
-109.44097,34.0585300000001,4473,GREER,16931631,2022/09/29 09:36:00+00,326BC19E,020404,8240,,34.05853,-109.44097,AZ,Apache,USFS,03,APACHE SITGREAVES NF,Springerville RD,A,17.6 inches,7 mph,159 degrees ,47 deg. F,NO DATA,55 % ,12.8 volts,NO DATA,166 degrees,12 mph,0 w/m2,16931631
-105.49417,35.54583,4474,PECOS,17007923,2022/09/22 12:14:00+00,3246E5FA,291202,8143,,35.54583,-105.49417,NM,San Miguel,USFS,03,SANTA FE NF,AFM,A,16.1 inches,3 mph,312 degrees ,49 deg. F,NO DATA,96 % ,12.8 volts,NO DATA,312 degrees,4 mph,0 w/m2,17007923
-111.75444,34.9468600000001,4475,OAK CREEK,16933672,2023/01/23 12:03:00+00,326326CA,020219,4804,"Located at Slide Rock in Oak Creek Canyon with steep slopes
of mainly oak brush.",34.94686,-111.75444,AZ,Coconino,USFS,03,COCONINO NF,SUPERVISORS OFFICE,A,8.67 inches,4 mph,175 degrees ,25 deg. F,25 deg. F ,92 % ,13 volts,18.9 (unk),149 degrees,9 mph,0 w/m2,16933672
-103.71497,34.2842200000001,4476,MELROSE RANGE,17502490,2022/09/29 10:14:00+00,AF100680,291901,4263,,34.28422,-103.71497,NM,Curry,DOD,,,CANON AFB,A,7.48 inches,11 mph,239 degrees ,64 deg. F,61 deg. F ,36 % ,12.7 volts,7.1 (unk),239 degrees,15 mph,0 w/m2,17502490
-111.28306,34.40583,4477,SHADOW RIM,17553944,2023/01/23 18:09:00+00,329286DC,020611,5543,,34.40583,-111.28306,AZ,Gila,USFS,03,TONTO NF,,A,5.53 inches,2 mph,215 degrees ,30 deg. F,31 deg. F ,70 % ,14.7 volts,14.6 (unk),28 degrees,5 mph,76 w/m2,17553944
-110.56444,34.3977800000001,4478,HEBER,17187620,2022/10/11 18:03:00+00,326F2756,020301,6635,,34.39778,-110.56444,AZ,Navajo,USFS,03,APACHE SITGREAVES NF,,A,15.36 inches,0 mph,340 degrees ,62 deg. F,67 deg. F ,46 % ,13.7 volts,10.4 (unk),345 degrees,8 mph,505 w/m2,17187620
-106.61972,35.84056,4479,JEMEZ,17080621,2023/02/21 20:09:00+00,328390CE,290702,8182,,35.84056,-106.61972,NM,Sandoval,USFS,03,SANTA FE NF,,A,2.63 inches,5 mph,218 degrees ,45 deg. F,30 deg. F ,47 % ,13.7 volts,27 (unk),273 degrees,23 mph,531 w/m2,17080621
-110.76694,33.32694,4480,GLOBE,17040175,2022/09/29 16:05:59+00,3283E65E,020601,4137,Located in 2021 Telegraph Fire Burn Scar,33.32694,-110.76694,AZ,Gila,USFS,03,TONTO NF,,A,8.4 inches,5 mph,91 degrees ,76 deg. F,NO DATA,18 % ,13.4 volts,NO DATA,79 degrees,11 mph,525 w/m2,17040175
-112.06325,35.27619,4481,GREENBASE,16936754,2023/01/23 12:17:00+00,323923DA,020284,6923,Located at Greenbase/Pittman Valley - 04/30/04,35.27619,-112.06325,AZ,Coconino,USFS,03,KAIBAB NF,WILLIAMS R.D.,A,2.26 inches,16 mph,317 degrees ,17 deg. F,NO DATA,82 % ,12.7 volts,NO DATA,314 degrees,24 mph,0 w/m2,16936754
-120.92917,45.32194,4482,PATJENS,16858670,2023/01/10 20:48:59+00,3253562A,351001,2170,"STATION SITS ON THE EDGE OF THE DESCHUTES RIVER GORGE
(EAST SIDE).  CANYON DROPS OFF VERY DEEP 1/2 MILE WEST.
SITE HAS A S.SW EXPOSURE, JUST OFF OF THE TOP OF ROLLING
HILL.",45.32194,-120.92917,OR,Sherman,BLM,R9 Columbia Pac NW,PRINEVILLE,WASHINGTON D.C.,A,5.47 inches,10 mph,45 degrees ,32 deg. F,NO DATA,100 % ,14.1 volts,NO DATA,54 degrees,15 mph,68 w/m2,16858670
-109.78806,32.6677800000001,4483,NOON CREEK,16934199,2022/11/21 14:37:00+00,32330464,021010,4925,,32.66778,-109.78806,AZ,Graham,USFS,03,CORONADO NF,SAFFORD RD,A,18.52 inches,7 mph,230 degrees ,37 deg. F,32 deg. F ,52 % ,12.7 volts,9 (unk),230 degrees,11 mph,9 w/m2,16934199
-106.65722,36.0730600000001,4484,COYOTE,16914476,2022/09/22 11:48:59+00,3232D0F6,290202,8651,"Station is located midslope with a S-SW aspect with 10% sloe
predominent fuel model is Ponderosa Pine with dispersed
conifer. Ground site has a mixture of pre-annual grass
cover and scattered Gamble Oak.",36.07306,-106.65722,NM,Rio Arriba,USFS,03,SANTA FE NF,,A,11.9 inches,1 mph,132 degrees ,50 deg. F,NO DATA,100 % ,12.9 volts,NO DATA,191 degrees,7 mph,0 w/m2,16914476
-112.04778,34.5966700000001,4485,CHERRY,16938291,2023/01/05 20:12:00+00,3233B7EA,020511,5147,"High point in brush field, rolling hills.",34.59667,-112.04778,AZ,Yavapai,USFS,03,PRESCOTT NF,VERDE RD,A,2.02 inches,6 mph,6 degrees ,50 deg. F,52 deg. F ,59 % ,13.5 volts,18.3 (unk),9 degrees,13 mph,334 w/m2,16938291
-111.30278,34.2391700000001,4486,PAYSON,16940089,2023/01/23 18:11:00+00,3260F7AC,020602,4975,"station sits on a flathill next to the hotshot base in
chapparal fuel type.",34.23917,-111.30278,AZ,Gila,USFS,03,TONTO NF,PAYSON R.D.,A,5.13 inches,1 mph,249 degrees ,32 deg. F,36 deg. F ,83 % ,13.2 volts,18.3 (unk),319 degrees,5 mph,49 w/m2,16940089
-111.31333,33.86861,4487,TONTO BASIN,16940341,2022/11/14 17:02:00+00,326BA478,020604,2414,"Station sits close to punkin center.

station.",33.86861,-111.31333,AZ,Gila,USFS,03,TONTO NF,TONTO BASIN RD,A,10.62 inches,2 mph,65 degrees ,52 deg. F,64 deg. F ,37 % ,13.8 volts,8.4 (unk),80 degrees,4 mph,580 w/m2,16940341
-110.94222,34.08833,4488,PLEASANT VALLEY,16939827,2023/01/17 19:01:00+00,32338270,020603,5179,"station sits close to the p.v. r.d.
FIRE WX ZONE:  302",34.08833,-110.94222,AZ,Gila,USFS,03,TONTO NF,PAYSON RD,A,3.69 inches,11 mph,240 degrees ,40 deg. F,45 deg. F ,69 % ,12.7 volts,23.7 (unk),245 degrees,24 mph,597 w/m2,16939827
-105.46972,32.90972,4489,MAYHILL,17041456,2023/02/16 15:01:59+00,3283C0B2,293002,6471,"Weather station sits on old CCC camp site @ Mayhill work-
center, one mile East of Mayhill. Rio Penasco River runs
West/East 1/4 mile from the site. Mountains 1/2 mile to the
West begin a rapid rise,& Mts. to Southeast do the same.",32.90972,-105.46972,NM,Otero,USFS,03,LINCOLN NF,SACRAMENTO RD,A,.71 inches,5 mph,223 degrees ,14 deg. F,12 deg. F ,55 % ,14.4 volts,11.4 (unk),194 degrees,9 mph,86 w/m2,17041456
-111.84417,34.5491700000001,4490,VERDE,16939060,2023/01/05 20:05:00+00,326C2058,020503,3101,"Station is on a flat area, East of the Verde Ranger District Office.",34.54917,-111.84417,AZ,Yavapai,USFS,03,PRESCOTT NF,VERDE RD,A,.84 inches,0 mph,286 degrees ,47 deg. F,50 deg. F ,73 % ,13.9 volts,22.1 (unk),341 degrees,5 mph,306 w/m2,16939060
-108.16306,35.19417,4491,BLUEWATER RIDGE,17380136,2023/05/05 10:05:59+00,3333B648,293303,8289,,35.19417,-108.16306,NM,Cibola,USFS,03,CIBOLA NF,MT. TAYLOR RD,A,2.65 inches,2 mph,176 degrees ,37 deg. F,31 deg. F ,56 % ,12.9 volts,4.3 (unk),121 degrees,4 mph,0 w/m2,17380136
-98.47842,38.1440000000001,4492,STAFFORD,17346346,2022/10/06 17:58:59+00,8375B46C,146501,1768,"Site is native grass covered sandhills, Prodominant grassesare Switch grass and Big Bluestem.",38.144,-98.47842,KS,Stafford,FWS,REGION 6,QUIVIRA NWR,,A,14.34 inches,7 mph,315 degrees ,80 deg. F,91 deg. F ,31 % ,13.4 volts,7.9 (unk),322 degrees,14 mph,927 w/m2,17346346
-112.23825,36.4530800000001,4493,DRY PARK,16936253,2022/09/29 09:38:00+00,32390536,020212,8706,"FIRE WX FORECAST ZONE 300
LOCATED IN TALL TREES NEAR LOOKOUT",36.45308,-112.23825,AZ,Coconino,USFS,03,KAIBAB NF,NORTH KAIBAB,A,15.43 inches,3 mph,119 degrees ,45 deg. F,43 deg. F ,82 % ,12.9 volts,20.6 (unk),187 degrees,4 mph,0 w/m2,16936253
-110.88,31.67528,4494,HOPKINS,17271352,2022/12/01 16:18:59+00,327FB5AA,021302,7120,"Station sits on a main north/south ridge (Tia Juana Ridge)
below the Smithsonian Astophsical Observatory's water tank
site.",31.67528,-110.88,AZ,Santa Cruz,USFS,03,CORONADO NF,NOGALES RD,A,10 inches,7 mph,126 degrees ,53 deg. F,62 deg. F ,39 % ,14.1 volts,6.9 (unk),117 degrees,14 mph,310 w/m2,17271352
-106.77194,36.42278,4495,DEADMAN PEAK,17185836,2022/09/22 12:08:00+00,326EB0CE,290203,8263,,36.42278,-106.77194,NM,Rio Arriba,USFS,03,SANTA FE NF,AFM,A,13.18 inches,0 mph,44 degrees ,51 deg. F,NO DATA,98 % ,12.4 volts,NO DATA,92 degrees,5 mph,0 w/m2,17185836
-107.66528,35.24278,4496,GRANTS,17080107,2023/05/05 10:15:59+00,3283B622,291302,8620,,35.24278,-107.66528,NM,Cibola,USFS,03,CIBOLA NF,MT TAYLOR RD,A,3.73 inches,2 mph,132 degrees ,37 deg. F,31 deg. F ,37 % ,12.8 volts,4.1 (unk),139 degrees,4 mph,0 w/m2,17080107
-109.97722,34.1661100000001,4497,LAKESIDE,17076259,2023/01/23 18:59:59+00,32840798,020303,6653,"Open grass field with scattered Ponderosa pine, flat
terrain with good exposure from all directions. No
significant structures nearby.  See pictures on RAWS",34.16611,-109.97722,AZ,Navajo,USFS,03,APACHE SITGREAVES NF,,A,2.8 inches,6 mph,321 degrees ,25 deg. F,NO DATA,91 % ,13.3 volts,NO DATA,330 degrees,12 mph,33 w/m2,17076259
-110.51917,31.54972,4498,CANELO,,2022/12/01 16:09:00+00,,,,,,,,,,,,,,20.06 inches,13 mph,NO DATA,59 deg. F,NO DATA,36 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17725974
-105.86028,35.68694,4499,SANTA FE WATERSHED,16967469,2022/09/22 11:53:00+00,324172AC,290901,7674,"MICRO RAWS, 6' TOWER, VOICE SYNTH",35.68694,-105.86028,NM,Santa Fe,USFS,03,SANTA FE NF,AFM,A,13.83 inches,3 mph,131 degrees ,52 deg. F,50 deg. F ,87 % ,12.9 volts,17.3 (unk),116 degrees,7 mph,0 w/m2,16967469
-105.76944,36.0588900000001,4500,TRUCHAS,17080362,2022/12/21 15:11:00+00,328383B8,290210,8284,"Open meadew surrounded by Ponderosa pine.  Station placed
in northeast corner of meadow within a few widely spaced",36.05889,-105.76944,NM,Rio Arriba,USFS,03,CARSON NF,CAMINO REAL RD,A,20.17 inches,4 mph,115 degrees ,11 deg. F,8 deg. F ,70 % ,13 volts,12.3 (unk),95 degrees,8 mph,13 w/m2,17080362
-114.66942,39.6035800000001,4501,H-T PORTABLE #3,17276980,2022/09/21 20:12:00+00,3282445C,,8625,,39.60358,-114.66942,NV,White Pine,USFS,04,HUMBOLDT/TOIYABE NF,Ely RD,D,66.11 inches,9 mph,3 degrees ,63 deg. F,72 deg. F ,35 % ,12.7 volts,7.4 (unk),69 degrees,23 mph,801 w/m2,17276980
-114.66942,39.6035800000001,4502,H-T PORTABLE #3,17276981,2022/10/07 23:12:00+00,3282445C,,8625,,39.60358,-114.66942,NV,White Pine,USFS,04,HUMBOLDT/TOIYABE NF,Ely RD,A,66.11 inches,6 mph,226 degrees ,63 deg. F,69 deg. F ,20 % ,12.6 volts,6.3 (unk),185 degrees,13 mph,521 w/m2,17276981
-114.30648,48.46907,4503,HUNGRY HORSE QD,17276488,2022/11/01 15:30:00+00,328221BA,242990,4143,,48.46907,-114.30648,MT,Flathead,USFS,01,FLATHEAD NF,Hungry Horse RD,A,3.6 inches,1 mph,328 degrees ,38 deg. F,111 deg. F ,99 % ,12.6 volts,24.5 (unk),10 degrees,3 mph,9 w/m2,17276488
-116.77586,45.7362800000001,4504,IRAWS 28 (THORN CREEK),,2022/09/30 17:16:59+00,,,,,,,,,,,,,,1.08 inches,2 mph,NO DATA,62 deg. F,NO DATA,80 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17988995
-90.99808,36.97569,4505,BIG SPRING,17171742,2023/05/05 10:23:00+00,FA64B682,239004,653,,36.97569,-90.99808,MO,Carter,NPS,MIDWEST,OZARK N.SCENIC RIVER,,A,18.52 inches,1 mph,108 degrees ,53 deg. F,NO DATA,100 % ,12.9 volts,NO DATA,118 degrees,3 mph,0 w/m2,17171742
-122.65831,39.3552300000001,4506,STONYFORD,17009469,2023/05/05 10:26:00+00,323554D6,041503,1540,"station sits in a west/east running valley in the
Mill Creek canyon. there is a major creek just north & southwest of the station.",39.35523,-122.65831,CA,Colusa,USFS,05,MENDOCINO NF,STONYFORD RD,A,45.3 inches,0 mph,214 degrees ,40 deg. F,38 deg. F ,99 % ,12.9 volts,26.7 (unk),147 degrees,3 mph,0 w/m2,17009469
-123.76261,41.33878,4507,SRF52 PORTABLE,17548354,2022/09/28 01:05:00+00,32A0103A,,3894,,41.33878,-123.76261,CA,Humboldt,USFS,05,SIX RIVERS NF,Orleans RD,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17548354
-105.86028,35.68694,4508,SANTA FE WATERSHED,16967470,2022/10/11 14:53:00+00,324172AC,290901,7674,"MICRO RAWS, 6' TOWER, VOICE SYNTH",35.68694,-105.86028,NM,Santa Fe,USFS,03,SANTA FE NF,AFM,A,16.3 inches,0 mph,90 degrees ,46 deg. F,47 deg. F ,88 % ,14.4 volts,25.2 (unk),64 degrees,3 mph,248 w/m2,16967470
-120.06981,34.72725,4509,SBCFD PORTABLE 2,19471891,2023/05/05 09:46:00+00,32B20FF4,,1857,,34.72725,-120.06981,CA,Santa Barbara,S&PF,CALIFORNIA,SANTA BARBARA COUNTY,SBC FIRE,A,39.28 inches,4 mph,NO DATA,46 deg. F,NO DATA,95 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19471891
-106.77194,36.42278,4510,DEADMAN PEAK,17185837,2022/10/03 12:08:00+00,326EB0CE,290203,8263,,36.42278,-106.77194,NM,Rio Arriba,USFS,03,SANTA FE NF,AFM,A,14.93 inches,2 mph,225 degrees ,44 deg. F,NO DATA,100 % ,12.4 volts,NO DATA,172 degrees,8 mph,0 w/m2,17185837
-116.20833,43.5650000000001,4511,IRAWS 5 ,,2022/09/23 05:29:59+00,,,,,,,,,,,,,,0 inches,4 mph,NO DATA,59 deg. F,NO DATA,48 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17989815
-105.49417,35.54583,4512,PECOS,17007924,2022/10/11 15:14:00+00,3246E5FA,291202,8143,,35.54583,-105.49417,NM,San Miguel,USFS,03,SANTA FE NF,AFM,A,18.42 inches,6 mph,269 degrees ,55 deg. F,NO DATA,48 % ,13.4 volts,NO DATA,289 degrees,17 mph,302 w/m2,17007924
-106.65722,36.0730600000001,4513,COYOTE,16914477,2022/10/11 14:48:59+00,3232D0F6,290202,8651,"Station is located midslope with a S-SW aspect with 10% sloe
predominent fuel model is Ponderosa Pine with dispersed
conifer. Ground site has a mixture of pre-annual grass
cover and scattered Gamble Oak.",36.07306,-106.65722,NM,Rio Arriba,USFS,03,SANTA FE NF,,A,14.34 inches,4 mph,323 degrees ,49 deg. F,NO DATA,55 % ,13.9 volts,NO DATA,308 degrees,8 mph,132 w/m2,16914477
-91.3774999999999,47.61972,4514,ISABELLA,17078578,2022/10/20 20:03:59+00,3286E19E,210602,1990,"Aspect S/180, no slope, located in grass opening behind
warehouse at Isabella Workstation. Forcast zone: 986",47.61972,-91.3775,MN,Lake,USFS,09,SUPERIOR NF,TOFTE RANGER STATION,A,26.42 inches,4 mph,234 degrees ,51 deg. F,59 deg. F ,39 % ,13.8 volts,9.1 (unk),253 degrees,12 mph,437 w/m2,17078578
-117.5025,48.43683,4515,IRAWS 23 (CALISPEL PEAK),,2022/10/03 11:32:00+00,,,,,,,,,,,,,,0.5 inches,10 mph,NO DATA,53 deg. F,NO DATA,53 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17982621
-90.83861,48.12028,4516,SEAGULL,17078318,2022/09/29 10:05:00+00,3331F0B6,210709,1430,"Located in clearcut, ASPECT S/180, ground vegetation grass,
blueberries, annual plants. Scattered exposed bedrock.",48.12028,-90.83861,MN,Cook,USFS,09,SUPERIOR NF,GUNFLINT RD,A,27.37 inches,5 mph,211 degrees ,45 deg. F,40 deg. F ,73 % ,12.8 volts,20.6 (unk),223 degrees,12 mph,0 w/m2,17078318
-117.48196,48.5144900000001,4517,IRAWS 24 (BOULDER MTN.),,2022/10/02 18:32:00+00,,,,,,,,,,,,,,0.23 inches,2 mph,NO DATA,67 deg. F,NO DATA,51 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17982873
-123.63589,41.09747,4518,BIG HILL,16840020,2023/01/12 16:41:00+00,5212E6EC,040402,3570,"STATION SITS ON TOP OF ROUND, OPEN LOOKOUT SITE (BIG HILL),
DROPS AWAY AT 45 DEGREES ON ALL SIDES. LOOKOUT BUILDING IS
100 FEET TO NORTH, SMALL ROAD (FIRE BREAK) RUNS AROUND HILL
TOP FOR 360 DEGREES, LARGE OPEN VALLEYS ON S, W AND E SIDES.",41.09747,-123.63589,CA,Humboldt,BIA,Pacific,Hoopa Valley Tribe,,A,28.09 inches,10 mph,179 degrees ,44 deg. F,42 deg. F ,86 % ,12.8 volts,26.9 (unk),149 degrees,27 mph,0 w/m2,16840020
-123.67128,41.04783,4519,HOOPA,17130554,2023/05/05 09:41:00+00,326D5432,040408,375,"STATION LOCATED 50` WEST OF TRINITY RIVER ON OPEN BENCH.
APPX 10` ABOVE HIGH WATER LINE.  HWY 96 IS 500` TO WEST.
LOCATION IS CLEAR OF ALL TREES/BRUSH FOR 500`.
STATION IS IN COMPOUND WITH EPA EQUIPMENT, POC FOR THAT IS
KEVIN McKERNAN OF HOOPA TRIBAL EPA (530) 625-5515",41.04783,-123.67128,CA,Humboldt,BIA,Pacific,Hoopa Valley Tribe,,A,49.93 inches,0 mph,163 degrees ,50 deg. F,50 deg. F ,95 % ,12.6 volts,21.8 (unk),166 degrees,4 mph,0 w/m2,17130554
-81.53687,28.99557,4520,PAISLEY,,2023/01/04 18:48:00+00,,,,,,,,,,,,,,0.02 inches,4 mph,NO DATA,81 deg. F,NO DATA,65 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17844003
-116.20833,43.5650000000001,4521,OCHOCO PORTABLE,19292690,2022/09/26 14:41:00+00,32A17726,,2865,,43.565,-116.20833,OR,Crook,USFS,06,DESCHUTES/OCHOCO NF,OCHOCO NF,D,0 inches,3 mph,NO DATA,59 deg. F,NO DATA,26 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19292690
-116.20833,43.5650000000001,4522,GUNNISON PORTABLE #1,18883113,2022/09/26 20:19:59+00,32B29444,,2865,Portable Station.  Site Information will change at each location.,43.565,-116.20833,CO,Gunnison,USFS,02,"GM, UNC, & GUNN NF",Gunnison,D,.4 inches,12 mph,251 degrees ,68 deg. F,81 deg. F ,22 % ,13.4 volts,7.6 (unk),272 degrees,NO DATA,878 w/m2,18883113
-121.81159,43.81264,4523,IRAWS 57 (CULTUS CREEK),19043408,2022/10/31 12:20:00+00,346F31EC,,4480,,43.81264,-121.81159,OR,Lane,BLM,R9 Columbia Pac NW,BLM/NIFC,,A,2.07 inches,0 mph,NO DATA,29 deg. F,NO DATA,97 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19043408
-107.15645,38.55163,4524,GUNNISON PORTABLE #1,18883114,2022/11/03 16:20:00+00,32B29444,,9550,Portable Station.  Site Information will change at each location.,38.55163,-107.15645,CO,Gunnison,USFS,02,"GM, UNC, & GUNN NF",Gunnison,A,1.42 inches,7 mph,104 degrees ,NO DATA,36 deg. F ,84 % ,13.5 volts,14.3 (unk),75 degrees,NO DATA,187 w/m2,18883114
-70.56414,41.70719,4525,CAMP EDWARDS RAWS,19021330,2023/05/05 10:07:00+00,ADB00D40,191204,281,Station is within maintained yard of Range Control facility surrounded by pine-oak woodland. Location is just below top of Pine Hill (highest point on Cape Cod) on the glacial moraine.,41.70719,-70.56414,MA,Barnstable,DOD,USA,CAMP EDWARDS,MA ARMY NG,A,20.77 inches,3 mph,NO DATA,44 deg. F,NO DATA,98 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19021330
-119.88083,39.2444400000001,4526,LITTLE VALLEY (WRCC),17371942,2023/01/10 20:39:00+00,326424FE,,6310,"SITE IS IN A VALLEY RUNNING NORTH AND SOUTH NEAR TREES.
VALLEY HAS A GRASS FLOOR WITH PINE TREES.",39.24444,-119.88083,NV,Washoe,BLM,R9 Columbia Pac NW,BLM/NIFC,,A,3.13 inches,9 mph,177 degrees ,29 deg. F,NO DATA,94 % ,13.9 volts,NO DATA,138 degrees,44 mph,70 w/m2,17371942
-113.92042,46.92967,4527,LOLO PORTABLE #5,18842154,2022/10/27 23:16:59+00,32B21C82,,5450,"On ridge top west of Cinnabar Point. RAWS sits on a old
road bed and is surrounded by a mixed conifer stand about
30-50 feet in height.",46.92967,-113.92042,MT,Missoula,USFS,01,LOLO NF,MISSOULA RD,A,.69 inches,3 mph,233 degrees ,37 deg. F,34 deg. F ,63 % ,12.2 volts,13.3 (unk),225 degrees,NO DATA,106 w/m2,18842154
-119.50578,38.47,4528,MILL CANYON,19882507,2022/09/27 21:27:59+00,3231340A,,7577,,38.47,-119.50578,CA,Mono,DOD,USMC,MOUNTAIN WARFARE TC,MCMWTC / H-T NF,A,0 inches,13 mph,NO DATA,73 deg. F,NO DATA,21 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19882507
-86.67292,38.2987800000001,4529,IIC SOUTH PORTABLE,17424165,2023/04/28 15:12:00+00,FC100056,,729,southern edge of log landing on an active timber sale.,38.29878,-86.67292,IN,Crawford,USFS,09,HOOSIER NF,Tell City RD,A,20.65 inches,1 mph,253 degrees ,55 deg. F,56 deg. F ,90 % ,13.1 volts,26.4 (unk),223 degrees,4 mph,116 w/m2,17424165
-120.04567,44.3851700000001,4530,OCHOCO PORTABLE,19292692,2022/10/31 18:41:00+00,32A17726,,5340,,44.38517,-120.04567,OR,Crook,USFS,06,DESCHUTES/OCHOCO NF,OCHOCO NF,A,0 inches,4 mph,NO DATA,44 deg. F,NO DATA,58 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19292692
-86.43639,39.0133300000001,4531,HARDIN RIDGE,17077541,2023/01/12 22:10:00+00,3284D1F0,125701,750,,39.01333,-86.43639,IN,Monroe,USFS,09,HOOSIER NF,,A,1.5 inches,4 mph,339 degrees ,41 deg. F,40 deg. F ,100 % ,12.7 volts,26.8 (unk),347 degrees,11 mph,6 w/m2,17077541
